feedback_id,customer_id,product_id,rating,feedback_text,feedback_date
835,835,835,1,"Average product, could be better",2026-02-27 07:35:08.398643
836,836,836,3,Very satisfied with the experience,2026-06-16 07:35:08.398676
837,837,837,5,Delivery was late,2026-06-12 07:35:08.398712
838,838,838,4,Very satisfied with the experience,2026-07-20 07:35:08.398793
839,839,839,5,Very satisfied with the experience,2026-07-05 07:35:08.398834
840,840,840,5,Great product and excellent quality,2026-05-21 07:35:08.398873
841,841,841,4,Great product and excellent quality,2026-04-16 07:35:08.398914
842,842,842,5,Fantastic support and fast shipping,2026-04-18 07:35:08.398952
843,843,843,1,Great product and excellent quality,2026-07-08 07:35:08.398986
844,844,844,2,Great product and excellent quality,2026-05-14 07:35:08.399023
845,845,845,2,Good value for money,2026-05-23 07:35:08.399056
846,846,846,2,Fantastic support and fast shipping,2026-07-22 07:35:08.399091
847,847,847,1,Delivery was late,2026-03-22 07:35:08.399125
848,848,848,4,"Average product, could be better",2026-02-13 07:35:08.399159
849,849,849,2,Delivery was late,2026-04-03 07:35:08.399192
850,850,850,5,Delivery was late,2026-05-06 07:35:08.399227
851,851,851,5,Good value for money,2026-06-19 07:35:08.399260
852,852,852,4,Delivery was late,2026-04-21 07:35:08.399293
853,853,853,2,Good value for money,2026-02-06 07:35:08.399327
854,854,854,4,Fantastic support and fast shipping,2026-04-04 07:35:08.399360
855,855,855,5,Very satisfied with the experience,2026-07-13 07:35:08.399392
856,856,856,4,"Average product, could be better",2026-07-12 07:35:08.399424
857,857,857,3,Delivery was late,2026-04-23 07:35:08.399458
858,858,858,1,Very satisfied with the experience,2026-06-20 07:35:08.399495
859,859,859,1,Fantastic support and fast shipping,2026-02-27 07:35:08.399530
860,860,860,3,Great product and excellent quality,2026-03-02 07:35:08.399631
861,861,861,3,"Average product, could be better",2026-05-28 07:35:08.399670
862,862,862,5,Great product and excellent quality,2026-07-03 07:35:08.399706
863,863,863,3,Delivery was late,2026-04-05 07:35:08.399738
864,864,864,1,"Average product, could be better",2026-05-06 07:35:08.399771
865,865,865,5,Good value for money,2026-05-26 07:35:08.399808
866,866,866,1,"Average product, could be better",2026-02-27 07:35:08.399840
867,867,867,5,Very satisfied with the experience,2026-02-19 07:35:08.399873
868,868,868,5,Fantastic support and fast shipping,2026-05-08 07:35:08.399905
869,869,869,2,Fantastic support and fast shipping,2026-02-09 07:35:08.399937
870,870,870,4,Delivery was late,2026-02-09 07:35:08.399969
871,871,871,2,Very satisfied with the experience,2026-04-26 07:35:08.400005
872,872,872,3,Very satisfied with the experience,2026-06-06 07:35:08.400038
873,873,873,4,Very satisfied with the experience,2026-05-19 07:35:08.400072
874,874,874,4,"Average product, could be better",2026-04-15 07:35:08.400104
875,875,875,2,"Average product, could be better",2026-06-19 07:35:08.400137
876,876,876,2,Fantastic support and fast shipping,2026-06-17 07:35:08.400169
877,877,877,4,"Average product, could be better",2026-05-31 07:35:08.400203
878,878,878,4,Great product and excellent quality,2026-03-20 07:35:08.400236
879,879,879,1,Fantastic support and fast shipping,2026-04-29 07:35:08.400268
880,880,880,3,Very satisfied with the experience,2026-06-25 07:35:08.400300
881,881,881,3,Delivery was late,2026-02-05 07:35:08.400332
882,882,882,3,"Average product, could be better",2026-05-18 07:35:08.400367
883,883,883,4,Delivery was late,2026-05-27 07:35:08.400401
884,884,884,2,"Average product, could be better",2026-05-04 07:35:08.400436
885,885,885,1,Very satisfied with the experience,2026-02-10 07:35:08.400469
886,886,886,1,Fantastic support and fast shipping,2026-03-19 07:35:08.400504
887,887,887,1,"Average product, could be better",2026-07-17 07:35:08.400537
888,888,888,3,"Average product, could be better",2026-03-12 07:35:08.400569
889,889,889,5,Great product and excellent quality,2026-07-18 07:35:08.400603
890,890,890,3,Very satisfied with the experience,2026-03-08 07:35:08.400638
891,891,891,2,Very satisfied with the experience,2026-05-08 07:35:08.400671
892,892,892,4,Good value for money,2026-07-30 07:35:08.400706
893,893,893,5,Fantastic support and fast shipping,2026-06-15 07:35:08.400741
894,894,894,2,Fantastic support and fast shipping,2026-05-10 07:35:08.400774
895,895,895,3,Fantastic support and fast shipping,2026-06-03 07:35:08.400808
896,896,896,4,"Average product, could be better",2026-04-16 07:35:08.400841
897,897,897,3,Fantastic support and fast shipping,2026-05-17 07:35:08.400874
898,898,898,1,Great product and excellent quality,2026-05-30 07:35:08.400906
899,899,899,1,Great product and excellent quality,2026-02-18 07:35:08.400938
900,900,900,3,"Average product, could be better",2026-03-07 07:35:08.400970
901,901,901,3,Great product and excellent quality,2026-04-30 07:35:08.401005
902,902,902,1,"Average product, could be better",2026-06-26 07:35:08.401037
903,903,903,1,Very satisfied with the experience,2026-03-24 07:35:08.401069
904,904,904,1,"Average product, could be better",2026-03-07 07:35:08.401102
905,905,905,5,Very satisfied with the experience,2026-02-04 07:35:08.401136
906,906,906,2,Delivery was late,2026-03-04 07:35:08.401168
907,907,907,1,Great product and excellent quality,2026-03-17 07:35:08.401204
908,908,908,2,Delivery was late,2026-04-14 07:35:08.401300
909,909,909,2,Fantastic support and fast shipping,2026-04-25 07:35:08.401333
910,910,910,1,"Average product, could be better",2026-06-20 07:35:08.401365
911,911,911,4,Great product and excellent quality,2026-07-27 07:35:08.401397
912,912,912,1,Fantastic support and fast shipping,2026-02-15 07:35:08.401429
913,913,913,5,Good value for money,2026-06-22 07:35:08.401463
914,914,914,5,Good value for money,2026-06-23 07:35:08.401495
915,915,915,3,"Average product, could be better",2026-07-24 07:35:08.401528
916,916,916,1,Great product and excellent quality,2026-05-03 07:35:08.401561
917,917,917,4,Very satisfied with the experience,2026-05-27 07:35:08.401594
918,918,918,2,"Average product, could be better",2026-06-25 07:35:08.401626
919,919,919,4,Fantastic support and fast shipping,2026-02-10 07:35:08.401660
920,920,920,1,Good value for money,2026-06-25 07:35:08.401693
921,921,921,2,Very satisfied with the experience,2026-04-06 07:35:08.401725
922,922,922,4,"Average product, could be better",2026-02-12 07:35:08.401757
923,923,923,1,Great product and excellent quality,2026-03-13 07:35:08.401790
924,924,924,2,Good value for money,2026-02-07 07:35:08.401825
925,925,925,2,"Average product, could be better",2026-04-27 07:35:08.401859
926,926,926,5,Very satisfied with the experience,2026-04-15 07:35:08.401894
927,927,927,4,Great product and excellent quality,2026-06-26 07:35:08.401928
928,928,928,2,Delivery was late,2026-04-20 07:35:08.401964
929,929,929,5,Delivery was late,2026-07-05 07:35:08.401997
930,930,930,3,Very satisfied with the experience,2026-07-03 07:35:08.402030
931,931,931,4,Good value for money,2026-02-02 07:35:08.402065
932,932,932,1,Great product and excellent quality,2026-07-06 07:35:08.402097
933,933,933,4,"Average product, could be better",2026-02-26 07:35:08.402130
934,934,934,5,Fantastic support and fast shipping,2026-04-15 07:35:08.402162
935,935,935,2,"Average product, could be better",2026-07-25 07:35:08.402196
936,936,936,4,Delivery was late,2026-07-19 07:35:08.402229
937,937,937,3,Delivery was late,2026-02-24 07:35:08.402266
938,938,938,4,Good value for money,2026-06-10 07:35:08.402298
939,939,939,3,"Average product, could be better",2026-03-24 07:35:08.402334
940,940,940,3,Good value for money,2026-03-17 07:35:08.402367
941,941,941,2,"Average product, could be better",2026-02-11 07:35:08.402399
942,942,942,4,Very satisfied with the experience,2026-04-16 07:35:08.402432
943,943,943,3,Very satisfied with the experience,2026-04-29 07:35:08.402466
944,944,944,4,Fantastic support and fast shipping,2026-03-16 07:35:08.402498
945,945,945,4,Very satisfied with the experience,2026-03-02 07:35:08.402531
946,946,946,3,Fantastic support and fast shipping,2026-07-15 07:35:08.402563
947,947,947,3,"Average product, could be better",2026-05-08 07:35:08.402595
948,948,948,1,Great product and excellent quality,2026-02-24 07:35:08.402628
949,949,949,3,Great product and excellent quality,2026-07-09 07:35:08.402663
950,950,950,4,Good value for money,2026-05-28 07:35:08.402698
951,951,951,1,"Average product, could be better",2026-03-11 07:35:08.402730
952,952,952,2,Great product and excellent quality,2026-06-13 07:35:08.402762
953,953,953,5,Good value for money,2026-06-23 07:35:08.402794
954,954,954,2,"Average product, could be better",2026-02-25 07:35:08.402827
955,955,955,4,Good value for money,2026-07-21 07:35:08.402859
956,956,956,5,Very satisfied with the experience,2026-02-17 07:35:08.402958
957,957,957,1,Very satisfied with the experience,2026-05-10 07:35:08.402990
958,958,958,5,"Average product, could be better",2026-03-15 07:35:08.403022
959,959,959,5,Very satisfied with the experience,2026-03-19 07:35:08.403054
960,960,960,4,Good value for money,2026-06-09 07:35:08.403089
961,961,961,2,Very satisfied with the experience,2026-04-27 07:35:08.403129
962,962,962,3,Fantastic support and fast shipping,2026-04-18 07:35:08.403162
963,963,963,4,Fantastic support and fast shipping,2026-06-29 07:35:08.403199
964,964,964,4,Delivery was late,2026-05-20 07:35:08.403231
965,965,965,1,"Average product, could be better",2026-04-02 07:35:08.403264
966,966,966,4,Good value for money,2026-03-01 07:35:08.403296
967,967,967,2,Very satisfied with the experience,2026-02-17 07:35:08.403328
968,968,968,2,Great product and excellent quality,2026-02-27 07:35:08.403363
969,969,969,3,Good value for money,2026-04-28 07:35:08.403395
970,970,970,5,Great product and excellent quality,2026-03-14 07:35:08.403427
971,971,971,3,Delivery was late,2026-02-19 07:35:08.403462
972,972,972,1,Delivery was late,2026-04-12 07:35:08.403494
973,973,973,4,Very satisfied with the experience,2026-04-07 07:35:08.403537
974,974,974,5,Good value for money,2026-06-12 07:35:08.403577
975,975,975,1,Very satisfied with the experience,2026-03-15 07:35:08.403614
976,976,976,2,Great product and excellent quality,2026-04-24 07:35:08.403659
977,977,977,4,Good value for money,2026-05-12 07:35:08.403692
978,978,978,2,Delivery was late,2026-06-23 07:35:08.403724
979,979,979,5,Great product and excellent quality,2026-06-21 07:35:08.403756
980,980,980,2,Fantastic support and fast shipping,2026-04-09 07:35:08.403794
981,981,981,4,Good value for money,2026-07-26 07:35:08.403826
982,982,982,2,Great product and excellent quality,2026-02-19 07:35:08.403858
983,983,983,5,Delivery was late,2026-07-25 07:35:08.403897
984,984,984,4,Fantastic support and fast shipping,2026-02-13 07:35:08.403932
985,985,985,3,Great product and excellent quality,2026-02-03 07:35:08.403966
986,986,986,1,Delivery was late,2026-04-07 07:35:08.403998
987,987,987,1,Delivery was late,2026-06-22 07:35:08.404032
988,988,988,4,Fantastic support and fast shipping,2026-02-20 07:35:08.404064
989,989,989,2,Fantastic support and fast shipping,2026-06-08 07:35:08.404097
990,990,990,5,Delivery was late,2026-07-16 07:35:08.404129
991,991,991,2,Delivery was late,2026-06-20 07:35:08.404161
992,992,992,3,Great product and excellent quality,2026-05-20 07:35:08.404197
993,993,993,1,Fantastic support and fast shipping,2026-05-11 07:35:08.404230
994,994,994,4,Delivery was late,2026-05-12 07:35:08.404265
995,995,995,4,Very satisfied with the experience,2026-06-22 07:35:08.404299
996,996,996,4,Great product and excellent quality,2026-02-12 07:35:08.404332
997,997,997,3,Good value for money,2026-03-13 07:35:08.404366
998,998,998,3,Great product and excellent quality,2026-03-31 07:35:08.404398
999,999,999,4,"Average product, could be better",2026-02-25 07:35:08.404431
1000,1000,1000,4,Delivery was late,2026-05-29 07:35:08.404463
